ID,Name,Address,Unit No,Postal Code,Primary Contact Last Name,Primary Contact First Name,Phone,Phone Ext,Industry,Employees at Facility,Latitude,Longitude,Number,Street,City,State,Country
22700,Backo Auto Repair Center Inc,94 Kenhar Drive,30,M9L 1N2,Ramroop,Vick,416-748-8282,,General Automotive Repair,4,43.761408,-79.549318,94,Kenhar Dr,Toronto,ON,CA
23536,Bakery World,650 Supertest Rd,18,M3J 2M5,Liu,Carol,416-276-1341,,Commercial Bakeries & Frozen Product Mfg.,16,43.775951,-79.479703,650,Supertest Rd,Toronto,ON,CA
22906,Bakery World Of Pastries,5986 Bathurst Street,,M2R 1Z1,Yakobov,Amnon,416-225-7117,,Retail Bakeries,3,43.784676,-79.446486,5986,Bathurst St,Toronto,ON,CA
25043,Baketree Inc,315 Flint RD,,M3J 2J2,Rose,Maurice,416-665-4216,,Commercial Bakeries & Frozen Product Mfg.,33,43.770249,-79.479697,315,Flint Rd,Toronto,ON,CA
21836,Balmoral Funeral Home INC,2505 Eglinton Avenue East,,M1K 2R1,AriendaJose Jr,John,415-626-5265,,Funeral Homes,6,43.733954,-79.258776,2505,Eglinton Ave E,Toronto,ON,CA
24404,Bamiyan Silver Jewellery,55 Queen Street East,1100,M5C 1R6,Fakeiry,Shakeb,416-603-3983,,Jewellery Stores,12,43.652725,-79.376828,55,Queen St E,Toronto,ON,CA
23282,Bangkok Meat Balls Food Co Ltd,25 Milliken Blvd,A11,M1V 5H8,Xayavong,Van Phend,416-299-0055,,Rendering & Meat Processing from Carcasses,6,43.80432,-79.295162,25,Milliken Blvd,Toronto,ON,CA
24521,Barad Protection Inc,105 Brisbane Rd,5,M3J 2K6,Bornstein,Edward,416-661-8331,,All Other Whl.,2,43.772192,-79.476272,105,Brisbane Rd,Toronto,ON,CA
23269,Basilian Press Ukrainian Inc,265 Bering Ave,,M8Z 3A5,Kobelak,Orest,416-234-1212,,Digital Printing,6,43.638375,-79.525154,265,Bering Ave,Toronto,ON,CA
22682,Bathurst King Cleaners,700 King St W,107,M5V 2Y6,Hong,Inki,416-504-5522,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.644133,-79.403265,700,King St W,Toronto,ON,CA
22035,Bathurst Lawn Memorial Park,10 Dewlane Drive,,M2R 2P8,Friedman,Marla,416-223-1373,,Cemeteries & Crematoria,6,43.786459,-79.444988,10,Dewlane Dr,Toronto,ON,CA
23345,Bathurst Street Coin Laundry,3201 Bathurst Street,,M6A 2B2,Armour,Colleen,905-278-1803,,Coin-Operated Laundries & Dry Cleaners,1,43.723258,-79.430441,3201,Bathurst St,Toronto,ON,CA
22960,Bathurst Village Cleaners Ltd,5980 Bathurst St,,M2R 1Z1,Hiltz,Stanley,416-667-9649,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),7,43.784461,-79.446853,5980,Bathurst St,Toronto,ON,CA
24776,Batten Hand Engraving,55 Queen St East,610,M5C 1R6,Batten,Ron,416-368-3789,,Jewellery Stores,1,43.652725,-79.376828,55,Queen St E,Toronto,ON,CA
180,Battenfeld Grease Canada Ltd,68 Titan Road,,M8Z 2J8,Corteling,Roger,416-239-1548,,Other Petroleum & Coal Products Mfg.,29,43.629957,-79.524207,68,Titan Rd,Toronto,ON,CA
23185,Bauhaus Fine Windows Doors,165 Avenue Road,,M5R 3S4,Wright,L Elizabeth,416-924-0996,,Wood Window & Door Mfg.,16,43.696146,-79.432049,165,Ava Rd,Toronto,ON,CA
25564,Bax Canada Ltd,1600 Midland Ave,3,M1P 3C2,Liu,Tracy,416-901-4327,,Wood Kitchen Cabinet & Counter Top Mfg.,12,43.756434,-79.267568,1600,Midland Ave,Toronto,ON,CA
24100,Bayer Inc,77 Belfield Road,,M9W 1G6,Wason,Nancy,416-240-5920,,Pharmaceutical & Medicine Mfg.,450,43.702367,-79.571078,77,Belfield Rd,Toronto,ON,CA
25122,Bayview Eglinton Imaging,586 Eglinton Ave E,104,M4P 1P2,Nikolic,Simona,416-748-8434,,Medical & Diagnostic Laboratories,3,43.710905,-79.379637,586,Eglinton Ave E,Toronto,ON,CA
24723,Bct Toronto,130 Bentworth Avenue,105,M6A 1P7,Lai,Emily,416-247-2157,,Other Printing,5,43.72091,-79.464665,130,Bentworth Ave,Toronto,ON,CA
24628,BeStone Ltd,481 McNicoll Ave,,M2H 2C9,Cao,Justin,416-499-1828,,Wood Kitchen Cabinet & Counter Top Mfg.,3,43.80241,-79.340997,481,McNicoll Ave,Toronto,ON,CA
23873,Beach Solar Laundromat,2240 Queen Street East,,M4E 1G2,Winch,Alex,416-712-1488,,Coin-Operated Laundries & Dry Cleaners,1,43.672936,-79.287115,2240,Queen St E,Toronto,ON,CA
22748,Beacon Motors Ltd,176 Norseman Street,,M8Z 2R4,Lee,Rick,416-533-8251,,General Automotive Repair,6,43.633616,-79.523384,176,Norseman St,Toronto,ON,CA
21862,Beatty Machine And Tool Works Ltd,103 Crockford Blvd,,M1R 3B7,Beatty,Kirk,416-755-3341,,Stamping,13,43.743459,-79.289624,103,Crockford Blvd,Toronto,ON,CA
23036,Beauty Collection,2575 Victoria Park Ave,,M9V 4A8,Pong,Roy,416-496-1060,,"Cosmetics, Beauty Supplies & Perfume Stores",11,43.774132,-79.322126,2575,Victoria Park Ave,Toronto,ON,CA
25353,Beaver Cleaners,3693 Bathurst St,,M6A 2E6,Yoon,Chul,416-781-6747,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),3,43.73458,-79.433082,3693,Bathurst St,Toronto,ON,CA
23955,Beaver Cleaners,3693 Bathurst St,,M6A 2E6,Ko,Moo Ji,416-781-6747,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),3,43.73458,-79.433082,3693,Bathurst St,Toronto,ON,CA
22048,Beck Automotive Limited,630 FINCH AVE E,,M2K 2E6,Beck,Mitchell,416-222-6583,,General Automotive Repair,8,43.787667,-79.381571,630,Finch Ave E,Toronto,ON,CA
23341,Belfield Tire And Auto Repair,19 Belfield Rd,,M9W 1E8,Bilas,Bogdan,416-247-3372,,General Automotive Repair,2,43.703942,-79.565174,19,Belfield Rd,Toronto,ON,CA
24693,Belle De Provence,2901 Bayview Avenue,103D,M2K 1E6,Tani,Gil,905-479-3593,,"Cosmetics, Beauty Supplies & Perfume Stores",11,43.769203,-79.386026,2901,Bayview Ave,Toronto,ON,CA
22876,Bellsmere XRay Ultrasound,1920 Ellesmere Road,104,M1H 3G1,Gardisch,Diane,905-796-9990,,Medical & Diagnostic Laboratories,14,43.774935,-79.240825,1920,Ellesmere Rd,Toronto,ON,CA
21903,Bellwoods Park House,300 Shaw St,,M6J 2X2,Andrew,Susan,416-530-1448,,Homes for the Physically Handicapped/Disabled,30,43.650471,-79.4189,300,Shaw St,Toronto,ON,CA
23296,Bellwyck Packaging,21 Finchdene Sq,,M1X 1A7,Malfara,Jerry,416-752-1210,,Other Printing,50,43.816427,-79.231212,21,Finchdene Sq,Toronto,ON,CA
24009,Belpearl Toronto Inc,55 Queen St E,307,M5C 1R6,Yamashiro,Eddie,416-363-0800,,Jewellery & Silverware Mfg.,4,43.652725,-79.376828,55,Queen St E,Toronto,ON,CA
22307,Belsize Cleaners,2001 Yonge St,,M4S 1Z8,Kim,Seungtai,416-482-0957,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),3,43.700801,-79.39685,2001,Yonge St,Toronto,ON,CA
196,Bemis Flexible Packaging Canada Limited,130 Arrow Road,,M9M 2M1,Kundapur,Dave,416-742-8910,762,All Other Converted Paper Product Mfg.,160,43.74463,-79.532188,130,Arrow Rd,Toronto,ON,CA
25472,Bensimon Byrne,420 Wellington St W,,M5V 1E3,Chau,Kristina,416-927-3248,,Advertising Agencies,140,43.644176,-79.39643,420,Wellington St W,Toronto,ON,CA
25222,Berg Chilling Systems Inc,51 Nantucket Blvd,,M1P 2N5,Berggren,Don,416-755-2221,,Heating & Commercial Refrigeration Equip. Mfg,69,43.753974,-79.271991,51,Nantucket Blvd,Toronto,ON,CA
24342,Bernard Athletic Knit Enterprises Limited,2 Scarlett Road,,M6N 4J6,Karolia,Abdul H,416-766-6151,248,Sporting Goods Stores,200,43.66627,-79.50069,2,Scarlett Rd,Toronto,ON,CA
23839,Bernard Cairns Limited,14 Skagway Ave,,M1M 3V1,Johnson,David,416-264-2325,,Office Supplies (except Paper) Mfg.,2,43.729628,-79.243242,14,Skagway Ave,Toronto,ON,CA
145,Bernardo Funeral Home,855 Albion Road,,M9V 1A3,Venditti,Gabriele,416-560-4311,,Funeral Homes,4,43.734781,-79.560824,855,Albion Rd,Toronto,ON,CA
22379,Bernardo Funeral Home Ltd,2960 Dufferin St,,M6B 3S9,Ferro,Domenic,416-789-7661,,Funeral Homes,1,43.709698,-79.454238,2960,Dufferin St,Toronto,ON,CA
23562,Berry Plastics,225 Birmingham St,,M8V 2C7,Chartrand,Michael,416-642-8622,,Plastic Film and Sheet Manufacturing,46,43.601269,-79.512176,225,Birmingham St,Toronto,ON,CA
25512,Bertrand Tire  Auto Centre Ltd,300 Painted Post Dr ,,M1G 2M3,Talevski,Mike,416-439-0818,,Tire Dealers,3,43.768191,-79.227996,300,Painted Post Dr,Toronto,ON,CA
23024,Best Auto Service,8 Progress Avenue,2,M1P 2Y4,Yoon,SangKeun,416-285-0662,,General Automotive Repair,2,43.769936,-79.28168,8,Progress Ave,Toronto,ON,CA
25894,Best Cabinetry,1694 Midland Ave. ,,M1P 3C2,Chen,Geng,416-288-8868,,Wood Kitchen Cabinet & Counter Top Mfg.,9,43.759537,-79.2689,1694,Midland Ave,Toronto,ON,CA
23759,Best Deal Office Products Best Deal Graphics Printing Inc,20 Production Drive,,M1H 2X8,Cheung,Florence,416-299-8568,,Other Printing,30,43.779732,-79.239084,20,Production Dr,Toronto,ON,CA
24545,Best Deals Auto,60 Brydon Drive,1,M9W 4N5,GULATI,ANITA,416-745-9700,,Used Car Dealers,2,43.718463,-79.573393,60,Brydon Dr,Toronto,ON,CA
25736,Best Deals Auto,60 Brydon Dr,,M9W 4N5,GULATI,ANITA,416-564-7376,,General Automotive Repair,3,43.718463,-79.573393,60,Brydon Dr,Toronto,ON,CA
25540,Best Institute,112 College St,7th Floor,M5G 1L6,White,Matthew,416-978-5087,,Universities,50,43.660463,-79.389255,112,College St,Toronto,ON,CA
23216,Best Motoring Auto Services Ltd,4910 Sheppard Ave East,2,M1S 4A7,LEE,SIMON PUI YAN,416-271-5299,,General Automotive Repair,2,43.792421,-79.248214,4910,Sheppard Ave E,Toronto,ON,CA
23052,Best Motoring Auto Services Ltd,4910 Sheppard Ave East,2,M1S 4A7,Lee,Simon Pui Yan,417-271-5299,,General Automotive Repair,2,43.792421,-79.248214,4910,Sheppard Ave E,Toronto,ON,CA
25396,Bestway Donlands Cleaners,249 Donlands Ave,,M4J 3R5,Roniotis,Tom,416-580-9016,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),8,43.687857,-79.339954,249,Donlands Ave,Toronto,ON,CA
23776,Bestway For Imports,1660 Weston Rd,,M9N 1V1,Gianarakos,George,416-366-3929,,General Automotive Repair,3,43.696523,-79.508987,1660,Weston Rd,Toronto,ON,CA
24981,Betacalco Inc,25 Kodiak Cr,,M3J 3E5,silver,remy,416-531-9942,302,Lighting Fixture Mfg.,70,43.754377,-79.46595,25,Kodiak Cres,Toronto,ON,CA
23805,Beth Tzedec Memorial Park Cemetery,5822 Bathurst Street,,M2R 1Y6,Frank,Vandermey,416-665-3036,,Cemeteries & Crematoria,3,43.778351,-79.444508,5822,Bathurst St,Toronto,ON,CA
23383,Betterway Drycleaners,724 Queen Street East,,M4M 1H2,Jang,Edward,416-466-4000,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.659187,-79.34938,724,Queen St E,Toronto,ON,CA
24719,BeynonMichael,26 Northbrook Rd,,M4J 4G1,Beynon,Michael,416-421-5257,,"Independent Artists, Writers & Performers",1,43.693328,-79.337466,26,Northbrook Rd,Toronto,ON,CA
22665,Beyond Print Mounting And Die Cutting Inc,3520 Pharmacy Ave,11,M1W 2T8,Gauss,Gary,416-492-9424,,All Other Miscellaneous Mfg.,7,43.81073,-79.334059,3520,Pharmacy Ave,Toronto,ON,CA
25568,Bianchi Bros Collision,31 Gladstone Ave,,M6J 3K7,Bianchi,Tony,416-588-1200,,"Automotive Body, Paint & Interior R&M",3,43.643633,-79.427216,31,Gladstone Ave,Toronto,ON,CA
23470,Bianchi Brothers Auto Body,622A King Street West,,M5V 1M5,Bianchi,Umberto,416-504-7554,,"Automotive Body, Paint & Interior R&M",5,43.644615,-79.400859,622,King St W,Toronto,ON,CA
24297,Bicycle Specialties Ltd,45 Cranfield Road,6,M4B 3H6,Barry,Mike,416-423-0456,,Sporting Goods Stores,1,43.715328,-79.309114,45,Cranfield Rd,Toronto,ON,CA
23275,Big Boss Furniture,1783 Albion Road,,M9W 5S7,Singh,Daljit,416-675-8988,,Particle Board & Fibreboard Mills,2,43.744091,-79.609086,1783,Albion Rd,Toronto,ON,CA
24726,Bigwax Inc,271 Front Street East,,M5A 1G1,Sahu,Abhiram,647-700-8903,,Car Washes,14,43.65095,-79.362953,271,Front St E,Toronto,ON,CA
22912,Bill Beauty And Health Products Ltd,20 Melford Dr,4-Feb,M1B 2X6,Ng,Johnny,416-298-1228,231,Pharmaceutical & Medicine Mfg.,25,43.806101,-79.235857,20,Melford Dr,Toronto,ON,CA
24882,Bill's Auto Collision,61 Moira Ave,,M1K 1B7,Haros,Bill,416-261-8588,,"Automotive Body, Paint & Interior R&M",3,43.709507,-79.261534,61,Moira Ave,Toronto,ON,CA
22109,Bill's Flooring,54 Morgandale Crescent,,M1W 1S3,Milionis,Bill,416-293-0416,,Finish Carpentry & Wood Flooring Work,1,43.787859,-79.315942,54,Morgandale Cres,Toronto,ON,CA
24098,Bill's Midway Auto Body,919 Pape Ave,,M4K 3V3,Kassiouris,Vassilios,416-691-9991,,"Automotive Body, Paint & Interior R&M",1,43.685483,-79.346949,919,Pape Ave,Toronto,ON,CA
22993,Birchmount Collision,4032 Finch Ave E,,M1S 3T6,Hosaki,Wayne,416-291-9919,,"Automotive Body, Paint & Interior R&M",10,43.802684,-79.295074,4032,Finch Ave E,Toronto,ON,CA
120,Black Creek Dry Cleaners,1635 Lawrence Ave W,6,M6L 3C9,Park,Jin Mo,416-248-9862,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.704634,-79.492236,1635,Lawrence Ave W,Toronto,ON,CA
25180,Black Market Clothing,A256 Queen St West,,M5V 1Z8,Chung,Bernard,416-599-5858,,Family Clothing Stores,20,43.70011,-79.4163,,,Toronto,ON,CA
24998,Blackcreek XRay And Ultrasound,1635 Lawrence Ave W,208,M6L 3C9,Nikolic,Simona,416-748-8434,,Medical & Diagnostic Laboratories,5,43.704634,-79.492236,1635,Lawrence Ave W,Toronto,ON,CA
192,Blanco Canada Incorporated,37 Jutland Road,,M8Z 2G6,Schwenteck,Lars,416-251-4733,,Plastic Plumbing Fixture Mfg.,120,43.627153,-79.522558,37,Jutland Rd,Toronto,ON,CA
25529,Bloor Chris XRay,716 Bloor Street West,,M6G 1L4,Spiegel,Diane,416-757-8497,,Medical & Diagnostic Laboratories,4,43.663931,-79.418084,716,Bloor St W,Toronto,ON,CA
24115,Bloor Keele Laundry,1715 BLOOR ST W,,M6P 1B2,Han,David,416-767-4762,,Coin-Operated Laundries & Dry Cleaners,1,43.654692,-79.459172,1715,Bloor St W,Toronto,ON,CA
24606,Bloor W Village Xray UltraS,1243 Islington Ave,603,M8X 1Y9,Ugovsek,Andrew,416-762-3818,,All Other Out-Patient Care Centres,4,43.645928,-79.523504,1243,Islington Ave,Toronto,ON,CA
23033,Blue Bonnet Cleaners,1379 Wilson Ave,,M3M 1H7,Scimemi,Sam,416-249-4331,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),5,43.722778,-79.498467,1379,Wilson Ave,Toronto,ON,CA
23979,Bluewater Imaging,2010 Eglinton Ave W,100,M6E 2K3,Lemay,Laurie,416-781-2050,223,Medical & Diagnostic Laboratories,87,43.694855,-79.455513,2010,Eglinton Ave W,Toronto,ON,CA
25169,Bluewater Imaging,2010 Eglinton Ave W,100,M6E 2K3,Fogel,Francine,416-781-2050,,Medical & Diagnostic Laboratories,50,43.694855,-79.455513,2010,Eglinton Ave W,Toronto,ON,CA
25168,Bluewater Imaging,2010 Eglinton Ave W,100,M6E 2K3,Fogel,Francine,416-781-2050,,Medical & Diagnostic Laboratories,50,43.694855,-79.455513,2010,Eglinton Ave W,Toronto,ON,CA
25457,Bluewater Imaging,2010 Eglinton Ave West,100,M6E 2K3,Lemay,Laurie,289-801-2223,,Medical & Diagnostic Laboratories,10,43.694855,-79.455513,2010,Eglinton Ave W,Toronto,ON,CA
23430,Bob's Cleaners,519 Mount Pleasant Rd,,M4S 2M4,Kyriacopoulos,Tom,416-443-2026,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),1,43.702033,-79.387364,519,Mount Pleasant Rd,Toronto,ON,CA
24525,Bock Optronics Inc,14 Steinway Blvd,7,M9W 6M6,Bock,Hans,416-674-2804,,Camera & Photographic Supplies Stores,8,43.752306,-79.620997,14,Steinway Blvd,Toronto,ON,CA
23469,Bodylines Auto Collision,121 Brisbane Road,,M3J 2K3,Barberio,George,416-739-8838,,"Automotive Body, Paint & Interior R&M",6,43.772645,-79.476654,121,Brisbane Rd,Toronto,ON,CA
23827,Bohne Spring Industries Limited,60 Coronet Road,,M8Z 2M1,Decaire,Murray,416-231-9000,228,Spring (Heavy Gauge) Mfg.,42,43.623519,-79.548306,60,Coronet Rd,Toronto,ON,CA
24224,Bombardier Aerospace Toronto Site,123 Garratt Boulevard,,M3K 1Y5,Anger,Michael,416-373-7540,,Aerospace Product & Parts Mfg.,3678,43.734479,-79.470285,123,Garratt Blvd,Toronto,ON,CA
24178,BondBoyd Co Limited,52 Scarsdale Road,,M3B 2R7,Bond,Michael,416-447-6457,,Jewellery & Silverware Mfg.,15,43.748091,-79.354695,52,Scarsdale Rd,Toronto,ON,CA
414,Bong Sen Food Produce Inc,750 Oakdale Road,49,M3N 2Z4,NGO,MAI,416-850-7108,,Seasoning & Dressing Mfg.,1,43.751789,-79.527774,750,Oakdale Rd,Toronto,ON,CA
22734,Bono's Auto Service,62 Racine Rd,,M9W 2Z7,Bono,Frank,416-745-1800,,General Automotive Repair,2,43.717481,-79.58062,62,Racine Rd,Toronto,ON,CA
23775,Borgo Contract Seating,324 Carlingview Drive,,M9W 5G5,Spassiani,Alessandro,416-679-8133,227,Office Furniture (except Wood) Mfg.,20,43.691868,-79.598455,324,Carlingview Dr,Toronto,ON,CA
23137,Bowne Financial Print,220 Bay Street,200,M5J 2W4,Lessard,Mark,416-619-2191,,Support Activities for Printing,25,43.647447,-79.380118,220,Bay St,Toronto,ON,CA
25492,Boxwood G,167 Dolomite Drive,,M3J 2N1,Maher,Jennifer,416-665-7461,,Other Printing,1,43.779959,-79.473804,167,Dolomite Dr,Toronto,ON,CA
22185,Branko's Auto Sales Ltd,4  Ray Avenue,,M6M 2A8,Ljutic,Branko,416-241-5877,,General Automotive Repair,2,43.689328,-79.494118,4,Ray Ave,Toronto,ON,CA
574,Brazilian Canadian Coffee Co Ltd,1260 Martin Grove Rd,,M9W 4X3,Milkin,Teodora,416-749-2000,207,Coffee & Tea Mfg.,35,43.707977,-79.579465,1260,Martin Grove Rd,Toronto,ON,CA
23157,Breadsource Corporation,1820 Ellesmere Road,,M1H 2V5,Sunderji,Arif,416-289-9600,230,Commercial Bakeries & Frozen Product Mfg.,35,43.774101,-79.2438,1820,Ellesmere Rd,Toronto,ON,CA
274,Brenntag Canada Inc OS52 Titan,60 Titan Road,,M8Z 2J8,Kanagalingam,Ruban,416-259-8231,400242,All Other Misc. Chemical Product Mfg.,20,43.630098,-79.523349,60,Titan Rd,Toronto,ON,CA
22858,Bridge Ramdewar,92 Oakdale Road,,M3N 1V9,Ramdewar,Bridge,647-973-5840,,Wood Kitchen Cabinet & Counter Top Mfg.,55,43.739863,-79.526265,92,Oakdale Rd,Toronto,ON,CA
325,Brimac Anodizing 1985 Limited,542 Kipling Avenue,,M8Z 5E3,Brighton,Colin,416-455-4411,,"Coating, Engraving & Heat Treating Activities",30,43.613782,-79.52427,542,Kipling Ave,Toronto,ON,CA
25881,Brimac Anodizing Ltd,542 Kipling Ave,,M8Z 5E3,Morgan,Jake,416-255-4411,,"Coating, Engraving & Heat Treating Activities",16,43.613782,-79.52427,542,Kipling Ave,Toronto,ON,CA
23358,Brimell Group Paint And Collision,5060 Sheppard Ave E,,M1S 4N3,Marsh,Richard,416-292-2246,,"Automotive Body, Paint & Interior R&M",11,43.79355,-79.241876,5060,Sheppard Ave E,Toronto,ON,CA
24586,Brisk Lube,2410 Finch Avenue West,,M9M 2E1,Rupchand,Roy,416-748-0444,,General Automotive Repair,2,43.750868,-79.549471,2410,Finch Ave W,Toronto,ON,CA
496,Britannia Printers Inc,138 Main Street,,M4E 2V8,Kruger,Sean,416-698-7608,,Other Printing,1,43.683218,-79.300258,138,Main St,Toronto,ON,CA
22170,Brite Star Cleaners,193 Roncesvalles Ave,,M6R 2L5,Borovilos,Konstantinos,416-537-6764,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),3,43.645091,-79.448332,193,Roncesvalles Ave,Toronto,ON,CA
21965,Britech Corp,17 Pullman Court,,M1X 1E4,Lemieux,Gerry,416-335-7790,,Electrical Wiring & Construction Supplies Whl,6,43.821325,-79.237853,17,Pullman Ct,Toronto,ON,CA
22020,Broadview Cleaners,936 Broadview Ave,,M4K 2R1,Ghanei,Naser,416-466-9736,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,43.681122,-79.358015,936,Broadview Ave,Toronto,ON,CA
22416,Brook Braddock Dispensing Opticians,2917 Bloor St W,,M8X 1B4,Thomas,Sam,416-233-2611,,Optical Goods Stores,4,43.648154,-79.506829,2917,Bloor St W,Toronto,ON,CA
25275,Brook Crompton,264 Attwell Dr,,M9W 5B2,Ramnarine,David,416-675-3844,242,Electrical Wiring & Construction Supplies Whl,20,43.694955,-79.590583,264,Attwell Dr,Toronto,ON,CA
25469,Brother Dry Clenners,83 Pelham Ave,,M6N 1A5,Hu,Hong Tao,416-627-8278,,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),10,43.66752,-79.457178,83,Pelham Ave,Toronto,ON,CA
23444,Brothers & Sons Cleaners,268 Dupont St,,M5R 1V7,Kim,Yong Il,416-922-2241,,Coin-Operated Laundries & Dry Cleaners,4,43.675168,-79.406883,268,Dupont St,Toronto,ON,CA
24065,Brothers Iron Ltd,83 Pelham Avenue,,M6N 1A5,Iliadis,Kiriakos,416-656-3768,,Metallic & Other Siding Work,1,43.66752,-79.457178,83,Pelham Ave,Toronto,ON,CA
24514,Broughton's,322 Consumers Road,,M1C 1C1,Scheefer,Tom,416-690-4777,,Book Stores & News Dealers,22,43.770754,-79.328799,322,Consumers Rd,Toronto,ON,CA
374,Brown Book Company BBC Limited,29 Leslie Street,1,M4M 3C3,Brown,Bob,416-504-9696,122,Digital Printing,18,43.662042,-79.329434,29,Leslie St,Toronto,ON,CA
24465,Bruce Jones,26 Prince Andrew Place,,M3C 2H4,Jones,Bruce,416-386-3411,,Book Publishers,225,43.72512,-79.345673,26,Prince Andrew Pl,Toronto,ON,CA
23771,Brunico Communications Ltd,366 Adelaide St W,100,M5V 1R9,Lovegrove,Linda,416-408-2300,450,Periodical Publishers,60,43.647294,-79.394405,366,Adelaide St W,Toronto,ON,CA
197,Brunswick Mfg Co Ltd,25 Curity Avenue,3,M4B 3M2,Lauer,Elizabeth,416-757-2811,,Wood Office Furniture Mfg.,9,43.70985,-79.317571,25,Curity Ave,Toronto,ON,CA
25203,Bulthaup Toronto Inc,280 King Street East,100,M5A 1K7,Sybydlo,Stefan,416-361-9005,,Furniture Stores,4,43.652103,-79.365612,280,King St E,Toronto,ON,CA
24591,Burkhardt Leitner Constructiv Inc,75 The East Mall,,M8Z 5W3,LaRochelle,Mark,416-251-1600,,Other Specialized Design Services,1,43.618905,-79.54757,75,The East Mall,Toronto,ON,CA
22040,Burtex Industries,66 Bartor Road,,M9M 2G5,Saunders,Arthur,416-745-2711,24,All Other Whl.,1,43.72361,-79.524213,66,Bartor Rd,Toronto,ON,CA
25530,Business Cards Tomorrow,153 Bridgeland Ave,14,M6A 2Y6,Lai,Emily,416-247-2157,,Quick Printing,4,43.724826,-79.463941,153,Bridgeland Ave,Toronto,ON,CA
528,Butler Printing Ltd,763 Warden Ave,8,M1L 4B7,Butler,Fred,416-751-9226,,Quick Printing,1,43.722211,-79.283499,763,Warden Ave,Toronto,ON,CA
25085,Butt's Pumps And Motors Ltd,525 Milner Ave,3,M1B 2K4,Park,Doug,416-754-4300,,Commercial & Ind'l Mach. & Equip. R&M,7,43.792199,-79.226136,525,Milner Ave,Toronto,ON,CA
23440,C & R Auto Body Ltd,3582 St Clair Ave E,,M1K 1M2,Vavougios,Voula,416-266-1451,,"Automotive Body, Paint & Interior R&M",7,43.717444,-79.258544,3582,St Clair Ave E,Toronto,ON,CA
24965,C J Auto,43 Eddystone Avenue,,M3N 1H5,Johnson,Courtney,416-740-8558,,General Automotive Repair,1,43.748436,-79.517991,43,Eddystone Ave,Toronto,ON,CA
24247,C Lube Shop Ltd,1303 Kennedy Road,,M1P 2L6,Rameshnauth,Carl,416-757-7817,,All Other Automotive R&M,8,43.759853,-79.278498,1303,Kennedy Rd,Toronto,ON,CA
21994,CAA Car Care Centre,4479 Kingston Rd,,M1E 2N7,Cole,Wayne,519-744-1670,231,General Automotive Repair,6,43.770283,-79.187065,4479,Kingston Rd,Toronto,ON,CA
24459,CADIS Ltd,45 Cranfield Road,9,M4B 3H6,Milner,Alan,416-633-1014,,Computer & Software Stores,3,43.715328,-79.309114,45,Cranfield Rd,Toronto,ON,CA
25339,CAR AND CARE AUTO INC,3680 St. Clair Ave E,,M1M 1T2,SALEEM,MUHAMMAD,416-897-0319,,General Automotive Repair,1,43.719028,-79.249568,3680,St Clair Ave E,Toronto,ON,CA
317,CBM Leaside RM Plant,55 Industrial St,,M4G 3W9,Evans,Colin,905-440-5745,,Ready-Mix Concrete Mfg.,20,43.709286,-79.353832,55,Industrial St,Toronto,ON,CA
25440,CBM New Toronto Plant,194 New Toronto St,,M8V 2E8,Evans,Colin,905-440-5745,,Ready-Mix Concrete Mfg.,3,43.608015,-79.502598,194,New Toronto St,Toronto,ON,CA
318,CBM Portlands RM Plant,651 Commissioners St,,M4M 1A5,Evans,Colin,905-440-5745,,Ready-Mix Concrete Mfg.,34,43.655526,-79.32725,651,Commissioners St,Toronto,ON,CA
319,CBM Scarborough RM Plant,65 Maybrook Dr,,M1V 5J7,Evans,Colin,905-440-5745,,Ready-Mix Concrete Mfg.,25,43.824169,-79.2597,65,Maybrook Dr,Toronto,ON,CA
24741,CBM Weston RM Plant,130 Toryork Dr,,M9L 1X6,Evans,Colin,905-440-5745,,Ready-Mix Concrete Mfg.,2,43.757944,-79.552954,130,Toryork Dr,Toronto,ON,CA
24671,CC Signs Holdings Inc,1261 Kennedy Road,1B,M1P 2L4,Gibbs,Craig,416-744-6739,,Digital Printing,6,43.757311,-79.277124,1261,Kennedy Rd,Toronto,ON,CA
24621,CCL Industries Inc,105 Gordon Baker Road,Suite 500,M2H 3P8,Snelgrove,Susan,416-756-8565,,Head Offices,20,43.801435,-79.343762,105,Gordon Baker Rd,Toronto,ON,CA
463,CCL Label,35 McLachlan Drive,1,M9W 1E4,Leet,Jean,416-675-3161,4978,Other Printing,140,43.692711,-79.587254,35,McLachlan Dr,Toronto,ON,CA
